profile_id,profile_name,profile_description,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,mapping_basis,matched_profile_control_refs,direct_profile_control_refs,catalog_mapped_profile_control_refs,mapping_paths,finding_control_refs
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-inventory-owner-missing,API Inventory Owner Missing,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-mtls-required-missing-sensitive-service,API mTLS Required Missing Sensitive Service,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-object-level-authorization-missing,API Object Level Authorization Missing,policy,policy,event,high,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-rate-limit-missing,API Rate Limit Missing,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-refresh-token-rotation-disabled,API Refresh Token Rotation Disabled,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-schema-validation-missing,API Schema Validation Missing,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-sensitive-response-field-exposed,API Sensitive Response Field Exposed,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-shadow-endpoint-detected,API Shadow Endpoint Detected,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-third-party-timeout-missing,API Third Party Timeout Missing,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-third-party-tls-validation-disabled,API Third Party TLS Validation Disabled,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,api-token-ttl-too-long,API Token Ttl Too Long,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,,CJIS Security Policy 5.5.1; CJIS Security Policy PA-10; CJIS Security Policy PA-5; CJIS Security Policy PA-9,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SC-7 -> CJIS Security Policy PA-10; catalog: SOC 2 CC6.6 -> CJIS Security Policy PA-9,ISO 27001:2022 A.8.20; ISO 27001:2022 A.8.21; ISO 27001:2022 A.8.28; NIST 800-53 r5 AC-3; NIST 800-53 r5 AC-4; NIST 800-53 r5 SC-7; SOC 2 CC6.1; SOC 2 CC6.6; SOC 2 CC7.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,aws-access-analyzer-unused-access-finding,AWS Access Analyzer Unused Access Finding,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.15.1; CJIS Security Policy 5.4.4; CJIS Security Policy 5.5.1; CJIS Security Policy PA-5,,CJIS Security Policy 5.15.1; CJIS Security Policy 5.4.4; CJIS Security Policy 5.5.1; CJIS Security Policy PA-5,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SI-4 -> CJIS Security Policy 5.15.1; catalog: NIST 800-53 r5 SI-4 -> CJIS Security Policy 5.4.4,CIS Controls v8 4; CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; NIST 800-53 r5 SI-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1
cjis-security-policy,CJIS Security Policy,FBI CJIS Security Policy area coverage for criminal justice information protection reviews.,aws-account-alternate-contact-security,AWS Account Alternate Contact Security,policy,policy,event,medium,active,candidate,catalog_mapping,CJIS Security Policy 5.15.1; CJIS Security Policy 5.4.4; CJIS Security Policy 5.5.1; CJIS Security Policy PA-5,,CJIS Security Policy 5.15.1; CJIS Security Policy 5.4.4; CJIS Security Policy 5.5.1; CJIS Security Policy PA-5,catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy 5.5.1; catalog: NIST 800-53 r5 AC-3 -> CJIS Security Policy PA-5; catalog: NIST 800-53 r5 SI-4 -> CJIS Security Policy 5.15.1; catalog: NIST 800-53 r5 SI-4 -> CJIS Security Policy 5.4.4,CIS Controls v8 4; CIS Controls v8 6; CIS Controls v8 8; NIST 800-53 r5 AC-3; NIST 800-53 r5 CM-6; NIST 800-53 r5 SI-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1
